Date,Product_ID,Sales_Amount,Region,Sales_Rep
2024-11-17,217,1720,South,James
2023-12-01,148,4654,East,James
2024-03-27,144,3341,East,Alice
2024-07-07,111,1302,West,Maria
2024-06-14,283,694,North,Ravi
2024-03-18,200,3243,West,John
2024-08-02,143,2447,South,John
2023-03-25,284,1441,North,James
2023-06-20,244,417,West,Sarah
2023-11-28,291,3003,East,James
2023-02-09,208,3479,West,James
2024-04-15,164,4158,South,James
2024-12-06,151,3941,East,John
2024-06-15,298,3523,East,David
2024-08-25,287,3007,North,David
2024-04-13,173,346,West,Ravi
2023-03-30,104,1309,West,Alice
2024-03-22,109,2525,South,James
2023-09-21,274,3807,West,Maria
2023-01-13,142,320,South,Alice
2023-08-03,250,4821,North,John
2023-07-24,224,2598,South,David
2024-11-07,225,4417,North,John
2024-04-04,167,377,East,Maria
2024-02-26,226,4470,West,Ravi
2023-08-22,141,2731,North,David
2024-04-01,250,431,West,Anita
2023-12-26,172,1416,East,James
2023-08-17,268,420,East,Maria
2023-06-07,113,3229,East,James
2024-07-28,227,1788,West,David
2024-12-07,207,2462,South,Maria
2023-06-26,243,2642,South,David
2024-07-15,133,4000,East,Ravi
2023-08-14,285,3401,South,Sarah
2024-06-03,175,3573,East,Anita
2024-04-25,126,1363,South,David
2023-10-27,177,2411,North,David
2024-01-02,128,4879,West,Ravi
2024-05-29,104,610,East,Sarah
2024-10-14,107,314,North,Maria
2024-07-29,122,1131,South,James
2024-11-26,273,3739,West,Maria
2024-01-09,298,1224,East,John
2024-07-28,217,3450,North,Sarah
2024-06-19,299,1562,East,Anita
2024-09-09,128,2439,North,Maria
2023-01-09,268,1803,South,Alice
2023-04-12,134,1190,North,James
2023-07-01,140,4787,North,John
2023-04-30,120,809,North,Anita
2023-09-26,227,3471,West,Sarah
2024-01-24,112,1194,South,David
2024-05-27,103,1377,North,Anita
2023-09-17,193,2360,North,Anita
2024-08-23,159,1701,West,John
2023-08-21,148,2914,West,John
2023-02-24,286,1294,North,Ravi
2023-02-23,170,2614,South,Alice
2024-11-21,261,3030,East,Sarah
2024-06-25,174,3393,East,Sarah
2024-10-25,116,869,East,Sarah
2023-01-12,119,3948,North,Ravi
2024-01-06,123,4766,South,Ravi
2023-10-12,142,1869,East,Alice
2024-08-08,242,871,South,Anita
2024-12-10,202,3428,North,John
2024-04-08,145,3820,East,Maria
2024-12-18,109,1459,South,Alice
2024-09-22,110,440,South,Maria
2023-10-25,290,1268,North,David
2023-09-27,171,2962,South,Anita
2024-07-07,296,3085,South,Alice
2024-09-22,118,3938,North,Alice
2023-10-08,290,883,South,James
2024-10-25,111,3723,North,David
2023-05-07,212,1537,South,Maria
2024-04-22,193,1966,South,John
2023-06-12,101,3857,North,Sarah
2024-11-04,208,3155,South,John
2023-10-21,209,3020,West,Anita
2024-11-20,139,3106,West,Anita
2024-04-08,245,2244,South,James
2024-05-03,121,387,East,Ravi
2023-02-12,268,4859,East,Anita
2024-11-26,126,1255,West,Anita
2023-12-19,107,4219,South,John
2023-05-01,157,2432,East,Sarah
2023-12-04,293,877,East,David
2024-11-03,222,823,South,Alice
2024-12-17,240,3886,North,David
2023-10-02,230,347,South,Anita
2024-08-14,118,237,South,Ravi
2024-08-06,139,290,North,James
2024-02-08,255,1525,East,David
2024-05-12,218,1575,West,Ravi
2024-12-03,285,3550,South,John
2024-09-13,237,3234,South,John
2023-07-10,245,4272,West,David
2024-08-30,239,898,East,Maria
2024-09-05,182,4101,North,Anita
2023-08-19,114,4657,North,Maria
2023-10-20,242,3307,West,Sarah
2023-05-24,259,2744,North,Alice
2023-10-04,280,2502,East,Alice
2023-03-01,140,1830,West,Maria
2023-11-10,179,1008,North,Ravi
2023-07-16,110,4762,West,Alice
2024-02-05,152,1319,South,Alice
2024-12-03,194,1764,North,Sarah
2024-03-25,170,454,South,Sarah
2024-11-16,212,2109,East,Alice
2023-05-23,126,1346,North,John
2024-11-22,299,3483,East,Ravi
2024-12-12,223,4053,West,Ravi
2023-12-11,119,1093,South,Ravi
2023-11-26,130,1355,West,Sarah
2024-05-23,155,3256,South,Sarah
2024-12-09,123,3223,South,Maria
2024-11-02,173,384,South,Ravi
2024-06-27,116,2603,North,Ravi
2024-06-08,232,2625,South,Sarah
2023-09-17,130,899,South,John
2024-01-26,290,3608,East,John
2024-06-26,192,3414,East,James
2023-02-01,280,1904,South,David
2023-02-16,204,2809,South,Ravi
2023-01-06,272,2556,West,Sarah
2023-01-21,257,3055,West,Sarah
2023-04-05,104,879,East,David
2023-05-12,229,1907,West,John
2024-08-01,197,338,West,Maria
2024-10-20,120,966,West,John
2023-10-11,299,3463,West,Maria
2023-05-11,122,3079,East,Anita
2024-06-07,243,4750,South,Sarah
2023-08-11,145,4145,South,Anita
2023-09-12,184,1869,South,David
2023-02-22,261,3532,East,Maria
2023-07-24,289,2836,East,Maria
2023-12-31,249,4647,South,Maria
2024-07-14,134,2088,South,John
2024-01-20,202,438,South,Ravi
2023-12-12,128,1500,West,Maria
2023-04-05,185,2305,North,Maria
2024-11-14,172,1068,North,David
2023-03-19,110,4712,West,John
2024-07-04,249,4396,West,Maria
2024-12-30,297,3382,West,David
2024-11-29,199,863,West,Anita
2023-05-28,167,4823,South,Alice
2024-11-19,227,411,East,Sarah
2024-01-07,155,2396,North,Ravi
2024-03-26,298,4804,West,Sarah
2024-01-04,147,2907,South,Maria
2024-07-02,217,1376,South,Anita
2023-08-29,122,1460,West,Alice
2023-08-18,295,2698,East,David
2024-10-13,242,3505,West,Maria
2024-08-05,160,3905,West,Ravi
2024-01-26,115,2746,East,Alice
2023-10-03,215,1741,East,Maria
2024-05-04,297,3414,North,John
2023-12-18,123,3125,North,James
2023-05-17,138,1447,West,Ravi
2024-05-19,255,4254,North,Alice
2023-08-24,229,2026,West,Anita
2024-02-29,252,2266,East,Alice
2024-11-13,256,3187,East,John
2024-10-17,226,4669,West,David
2023-11-14,290,1437,North,Alice
2024-08-19,186,3804,West,James
2023-11-26,121,4694,South,David
2023-12-09,156,2998,East,David
2024-11-24,287,846,South,Alice
2023-08-11,258,1683,West,Maria
2023-09-16,241,2724,West,Ravi
2024-12-15,208,1750,South,David
2023-02-28,157,2992,North,David
2024-10-01,250,4333,West,David
2023-07-03,101,2150,South,David
2023-11-01,127,4618,East,Ravi
2023-03-24,110,1148,West,Maria
2023-01-18,144,4934,West,Alice
2024-11-18,103,3912,West,John
2024-12-22,282,1323,West,Anita
2024-03-16,264,2127,East,Alice
2024-05-28,170,2022,North,John
2023-11-26,211,4653,West,Sarah
2023-06-25,256,4430,South,Maria
2023-07-05,232,3155,West,David
2023-02-23,205,1489,West,Anita
2023-07-31,113,4050,South,James
2024-03-26,136,4373,South,Anita
2024-12-21,177,2099,East,Maria
2023-03-15,119,1155,North,James
2023-10-18,127,4538,North,Ravi
2023-12-31,216,4116,South,Maria
2024-04-22,221,4117,East,Ravi
2024-11-01,213,3699,West,David
2023-11-28,172,2652,West,Sarah
2024-08-13,283,1076,South,Alice
2024-06-10,202,1556,East,Alice
2023-07-09,205,987,East,David
2023-05-11,248,3469,South,John
2023-12-19,189,4451,East,Ravi
2024-09-12,201,1270,North,David
2023-01-11,178,3827,North,Sarah
2024-09-10,225,3172,South,Anita
2023-12-03,260,1923,South,David
2023-07-12,162,4969,North,Maria
2024-08-31,222,1469,West,Maria
2023-05-27,294,4007,East,Maria
2024-02-04,292,2655,West,Ravi
2023-12-25,196,393,South,James
2023-05-05,263,1069,West,Anita
2023-02-04,122,4367,South,Sarah
2023-10-30,222,575,North,James
2024-06-18,300,1701,South,John
2023-09-22,203,4685,West,Sarah
2024-05-26,225,1439,South,Sarah
2024-01-02,252,2171,East,Ravi
2023-07-04,266,612,West,Anita
2024-04-07,298,4473,South,Maria
2023-03-04,144,1764,North,John
2023-07-24,264,2742,South,Alice
2023-02-18,235,344,South,Sarah
2023-01-10,181,968,South,John
2023-01-22,298,4670,North,Alice
2024-11-05,242,676,East,John
2024-12-20,274,1390,North,David
2024-01-14,276,1478,East,Anita
2024-07-21,258,4969,West,David
2023-03-08,268,2636,North,Ravi
2023-01-12,160,1432,North,Ravi
2023-05-07,137,388,South,Sarah
2023-03-08,170,614,South,John
2024-06-16,287,3128,South,Sarah
2024-04-22,288,3286,South,Ravi
2023-08-25,157,3600,East,Maria
2024-10-29,101,4289,West,James
2023-05-08,213,3235,West,Sarah
2023-01-13,234,1271,South,Anita
2024-03-21,140,1855,West,John
2023-02-23,113,3173,East,Anita
2024-06-03,218,3642,East,John
2024-05-26,166,4459,West,John
2023-01-22,223,255,East,David
2023-12-09,235,2909,East,Maria
2024-05-31,290,3030,East,Maria
2023-01-12,175,4122,South,Ravi
2024-09-17,253,2044,East,Alice
2024-10-21,188,2810,West,David
2024-03-12,202,1007,North,Anita
2024-01-20,238,4532,North,Alice
2023-03-04,239,3573,South,Alice
2023-01-22,180,2971,South,James
2023-02-16,122,3539,West,Maria
2024-08-02,195,1833,South,Sarah
2023-04-25,150,4308,East,Maria
2024-02-10,165,4580,North,David
2023-08-19,248,1918,South,Alice
2023-04-23,171,3726,West,Ravi
2024-01-10,157,2514,East,Ravi
2023-03-01,293,1712,West,Maria
2023-08-10,300,4983,West,Ravi
2024-05-21,221,1670,North,Anita
2024-11-21,264,4562,North,James
2024-02-02,287,3934,West,David
2023-03-29,123,3493,West,James
2023-05-03,202,3434,East,David
2023-05-27,120,788,North,Sarah
2024-09-27,256,1726,West,Sarah
2023-05-06,102,3590,East,Maria
2023-04-28,213,3677,South,Maria
2023-04-27,197,2727,North,James
2024-05-03,177,1491,West,David
2023-10-30,173,494,East,Anita
2024-12-27,245,1125,East,John
2023-05-14,250,3203,North,John
2023-12-04,281,1348,North,Alice
2024-10-11,284,2029,West,Alice
2023-02-09,120,4754,West,Anita
2024-03-16,104,1533,East,James
2023-02-24,279,728,South,Anita
2023-05-14,122,824,South,James
2024-11-23,121,3914,West,James
2024-10-23,190,4135,North,Alice
2024-04-04,260,2986,South,Ravi
2024-08-27,253,709,South,Ravi
2023-02-11,212,1353,South,John
2023-11-18,263,2177,West,Sarah
2024-09-21,262,4549,North,Anita
2023-03-11,257,3697,West,Sarah
2024-04-21,290,3655,West,David
2023-10-22,231,2354,East,David
2023-07-01,110,1191,South,James
2023-02-28,145,777,South,John
2023-12-09,142,1923,West,James
2023-12-08,116,4151,West,Ravi
2023-11-23,202,2836,West,Maria
2024-10-21,239,4856,South,Ravi
2024-10-06,245,202,South,Alice
2023-06-29,107,1377,West,Anita
2024-02-12,193,3597,South,Alice
2024-06-26,292,2303,West,Alice
2024-08-18,118,1480,South,Anita
2023-08-12,138,678,South,Anita
2024-03-26,236,1598,North,James
2024-06-13,245,3458,East,James
2023-01-19,287,4188,North,Alice
2024-11-25,181,2590,North,James
2024-04-21,149,4315,East,John
2023-03-01,248,1941,West,Maria
2024-09-23,209,4206,East,Ravi
2024-07-24,110,1966,East,David
2024-09-30,173,1832,West,James
2024-03-31,185,1371,West,James
2023-07-26,269,3531,West,James
2023-06-25,298,2612,North,John
2024-05-01,169,4868,South,Anita
2024-01-03,131,4643,South,Ravi
2023-05-07,239,530,South,John
2024-06-27,113,799,South,Alice
2024-09-28,228,3373,North,John
2023-07-12,237,3755,West,Anita
2023-07-03,294,2703,South,Maria
2023-03-10,190,2717,West,James
2023-11-03,112,382,South,Alice
2024-09-27,244,2598,West,David
2024-02-10,200,3158,South,Ravi
2023-03-24,138,3676,South,John
2024-09-21,167,4247,West,David
2024-09-14,157,573,West,Ravi
2024-01-18,149,1952,South,Sarah
2023-11-11,238,2877,West,Ravi
2024-11-21,153,1810,East,David
2024-03-18,255,2629,West,David
2024-02-07,300,4521,South,Maria
2023-01-31,238,3265,North,Maria
2023-04-24,105,703,North,Alice
2024-05-15,196,2688,South,Ravi
2023-12-12,288,4622,West,David
2024-02-09,223,3902,South,John
2023-12-01,257,4241,South,James
2023-11-26,209,4764,West,James
2023-02-05,103,2737,North,Anita
2023-03-20,210,4895,South,James
2024-09-07,157,4236,East,Sarah
2023-09-15,228,4036,West,Maria
2023-08-11,194,1940,North,Alice
2024-09-18,152,3669,East,Sarah
2023-02-24,141,2029,West,Ravi
2024-05-17,176,3976,West,David
2024-12-25,135,4311,South,Alice
2024-03-01,113,521,West,David
2024-11-01,203,2869,North,James
2024-12-17,197,3714,South,Sarah
2023-04-30,236,1262,South,David
2023-07-04,271,458,North,John
2023-08-05,214,689,South,Maria
2023-07-31,255,2119,North,Ravi
2024-02-04,176,4475,West,John
2024-11-01,283,729,South,Alice
2023-08-29,115,3996,North,James
2023-08-25,169,2424,West,Anita
2023-06-23,221,1235,East,James
2023-06-06,205,4750,South,Anita
2024-10-25,278,2908,East,Maria
2023-04-14,161,4249,South,John
2024-06-12,277,3061,East,James
2024-07-11,171,2482,North,David
2024-07-14,294,2581,North,Alice
2024-03-29,136,3045,West,Ravi
2024-02-22,299,4846,West,David
2024-07-13,134,1509,South,David
2023-08-23,224,1184,North,Alice
2024-09-05,274,325,North,Alice
2024-08-21,230,2115,South,Sarah
2023-07-06,159,2800,East,Anita
2023-07-31,156,3405,East,Maria
2023-07-18,130,1380,East,David
2024-10-21,229,3380,West,Sarah
2024-01-09,102,4633,South,Sarah
2023-09-20,146,4406,West,David
2024-04-27,272,772,West,John
2024-10-25,172,4856,South,David
2023-03-31,132,2566,West,James
2023-02-21,117,4775,South,Sarah
2024-09-29,276,506,North,John
2023-11-04,191,4328,South,Ravi
2023-09-04,183,3794,North,Alice
2023-05-02,273,3153,South,John
2023-09-17,235,4927,South,Alice
2023-07-15,199,1702,West,Maria
2024-07-04,158,4218,South,David
2023-12-04,142,4602,North,Sarah
2023-01-14,119,2189,North,James
2023-08-03,261,4003,North,Maria
2023-12-21,127,4270,West,Alice
2024-06-03,162,3211,West,James
2024-08-15,289,1562,South,Sarah
2024-09-20,278,810,East,James
2024-02-20,208,4257,North,David
2023-02-21,135,418,East,Maria
2024-04-24,189,3749,South,James
2024-11-05,258,1198,South,Maria
2023-12-25,293,2696,South,James
2023-12-11,184,3224,East,David
2023-10-21,129,3855,East,John
2023-11-03,244,3483,East,Ravi
2024-01-08,210,1855,East,Anita
2023-10-13,235,2055,West,John
2024-07-22,293,503,West,Maria
2023-06-06,157,2106,South,Alice
2023-01-04,112,4829,North,Ravi
2023-11-07,137,4573,West,Anita
2024-10-06,289,1789,North,Sarah
2024-09-06,137,1822,East,Ravi
2024-05-21,228,3539,North,Sarah
2024-05-19,263,2226,North,David
2024-10-08,270,1868,North,Ravi
2023-07-12,134,2947,South,Alice
2024-10-15,196,1028,East,John
2024-05-11,147,1156,North,John
2024-10-06,212,3668,West,Alice
2024-01-30,145,3802,East,Sarah
2024-05-13,147,3822,East,Maria
2023-06-13,186,3959,East,David
2024-07-19,143,2988,North,Alice
2024-01-22,290,217,North,Maria
2023-12-24,167,1952,South,Anita
2024-08-20,183,2503,South,John
2024-02-14,197,1507,North,James
2024-03-31,226,1803,West,Anita
2024-06-09,209,2227,South,Alice
2024-05-24,142,1792,South,Anita
2023-05-26,256,3850,North,Maria
2023-04-23,289,3980,West,Sarah
2023-05-12,108,2130,West,Alice
2024-07-02,220,4330,East,Anita
2024-10-25,190,473,South,Sarah
2024-09-09,269,2054,East,Sarah
2024-11-14,258,1573,West,David
2023-07-01,133,4040,North,Maria
2024-11-11,169,2373,East,Anita
2024-11-02,176,925,South,James
2024-10-11,225,399,West,Alice
2023-03-13,274,3182,South,James
2023-12-07,208,3677,North,Maria
2024-06-08,271,1107,East,John
2024-06-26,101,770,South,Maria
2023-07-19,204,4008,South,Anita
2023-01-27,222,1800,East,Sarah
2024-12-19,233,575,East,Alice
2023-01-08,136,1099,South,Anita
2024-10-09,221,248,West,Anita
2023-04-28,252,4458,North,James
2023-09-12,136,1251,West,Alice
2023-03-29,188,4685,West,Anita
2023-01-24,246,4579,East,Alice
2024-01-16,252,2624,East,John
2024-01-27,172,1459,West,Alice
2023-02-05,104,871,West,John
2024-12-23,266,2239,South,Sarah
2024-03-02,192,330,East,James
2024-02-06,285,1801,North,Anita
2024-03-13,258,2311,South,Anita
2023-07-12,121,3596,East,David
2024-01-21,117,3144,South,Ravi
2024-09-01,170,3121,East,James
2023-10-01,299,4185,South,John
2023-11-16,193,1044,North,James
2023-09-10,247,4407,East,David
2024-03-22,130,4996,East,Ravi
2024-12-24,178,1204,South,Maria
2023-09-10,168,4285,West,Anita
2023-02-04,130,1345,North,Anita
2023-01-24,236,4042,East,Maria
2023-07-03,194,2251,West,David
2023-10-16,166,1061,North,Anita
2024-12-24,119,4062,North,Alice
2024-09-08,170,762,West,James
2023-08-15,106,4488,West,Maria
2024-07-17,242,341,North,Anita
2023-06-24,176,1043,South,David
2024-11-26,298,924,North,Sarah
2023-03-27,267,3620,East,Ravi
2024-08-30,190,829,East,Alice
2024-03-30,226,3428,South,Alice
2023-07-06,265,2759,East,Sarah
2023-05-10,109,884,West,Ravi
2024-07-28,124,3793,South,Ravi
2023-02-23,291,4238,West,Maria
2024-09-30,171,2024,East,David
2023-07-08,172,3952,South,Alice
2023-01-09,208,1595,East,Sarah
2024-04-07,259,1288,West,James
2023-01-22,203,3904,East,David
2023-01-06,194,4814,South,John
2024-05-08,215,3669,East,David
2024-04-11,222,1310,West,David
2023-11-30,101,2912,North,David
2023-04-15,231,2743,East,Sarah
2023-09-24,121,449,West,Ravi
2023-11-16,142,4055,West,Ravi
2024-06-23,151,3888,South,Anita
2023-12-06,293,3360,South,James
2024-08-04,204,1613,West,Alice
2023-03-19,106,3291,North,Maria
2024-12-22,294,384,East,Ravi
2024-08-25,157,2683,West,John
2023-12-13,284,3190,East,Ravi
2023-06-07,148,4166,South,Ravi
2024-02-11,133,258,West,Sarah
2023-08-19,165,4797,West,Maria
2023-04-14,103,4814,North,John
2023-06-26,245,2295,North,David
2023-06-11,247,1630,East,Sarah
2024-05-17,259,2475,East,David
2024-03-11,121,1860,South,John
2024-06-28,115,4967,West,Anita
2024-11-23,233,806,West,James
2024-08-12,103,1318,North,John
2024-07-11,119,1971,West,Sarah
2024-10-09,136,862,South,John
2023-11-02,102,2528,North,James
2023-02-24,236,4033,West,Ravi
2023-11-24,280,352,South,John
2023-02-21,129,2302,South,David
2023-09-20,153,4349,West,Anita
2023-01-26,159,1794,East,Alice
2024-12-12,277,1731,East,John
2024-07-24,119,1634,South,Anita
2023-12-05,204,3230,South,Alice
2024-08-05,202,3337,East,David
2023-05-14,284,4918,North,Maria
2024-11-16,111,640,West,Ravi
2023-01-18,294,320,East,John
2023-01-23,214,1292,North,John
2024-06-25,149,4880,North,Alice
2023-07-07,230,4314,West,David
2023-12-29,252,3876,East,Maria
2023-01-08,227,866,East,Ravi
2023-12-28,217,4477,West,David
2023-03-30,259,3661,South,John
2024-05-12,245,3605,North,Sarah
2023-01-08,212,2144,North,Maria
2024-03-23,168,4675,East,David
2023-02-19,157,890,South,Sarah
2023-10-15,261,1787,South,John
2024-04-27,264,4830,East,Anita
2023-12-02,129,2016,North,John
2023-11-17,294,1947,South,Ravi
2024-06-05,212,470,North,Sarah
2023-06-25,213,4677,North,Maria
2024-01-05,132,814,South,Anita
2024-11-07,184,2811,West,John
2023-11-11,269,1168,West,David
2023-01-14,197,3581,West,David
2023-04-14,168,4608,North,Anita
2023-08-17,239,1828,East,David
2023-04-06,180,3680,South,Anita
2024-12-28,286,4405,South,Ravi
2024-03-04,185,4174,North,Ravi
2023-07-02,252,1304,South,Maria
2023-08-26,166,827,East,John
2023-11-11,132,3279,East,John
2024-02-25,256,3250,South,Maria
2023-06-05,266,1500,South,Alice
2023-01-24,206,4490,West,Maria
2024-11-28,136,2488,South,Alice
2023-11-05,218,2215,West,John
2024-03-25,185,1604,East,Ravi
2024-07-29,250,278,North,Anita
2024-05-13,171,2661,South,Alice
2024-10-23,296,3609,South,Sarah
2023-02-22,256,2755,East,Sarah
2023-10-03,167,4343,North,Anita
2023-06-05,183,4342,North,Ravi
2023-10-19,230,3847,North,John
2023-06-28,219,1355,North,John
2024-02-11,234,1358,South,James
2023-07-08,128,3023,West,Sarah
2024-11-07,178,4828,South,Sarah
2023-09-09,102,2673,North,John
2024-08-20,172,3847,South,Maria
2023-08-11,111,2280,West,James
2023-04-29,232,2509,West,Alice
2024-09-26,221,2714,South,Anita
2024-11-05,144,1972,South,Ravi
2024-03-21,214,4120,North,Anita
2024-05-05,297,2517,East,David
2024-11-01,117,4140,East,James
2023-01-06,232,2720,East,John
2023-06-28,149,1759,West,James
2023-02-15,281,1720,South,David
2024-12-23,159,3175,North,Alice
2024-02-11,244,2320,South,Sarah
2023-04-17,245,3376,South,Maria
2024-05-22,295,573,East,David
2023-10-03,140,4472,West,Anita
2023-07-21,240,2016,South,Alice
2023-03-12,167,4544,West,Sarah
2023-11-26,182,2168,West,Maria
2024-04-24,143,4441,West,David
2023-07-29,245,1607,West,Maria
2024-11-07,144,1121,North,Alice
2024-04-21,122,758,East,James
2023-10-17,148,1269,North,David
2024-03-16,257,2165,West,Sarah
2024-04-30,164,1192,East,Maria
2023-02-28,237,3657,East,David
2024-06-21,194,4158,East,Maria
2023-03-04,169,1684,East,Alice
2023-06-10,149,1419,East,David
2024-04-14,187,2041,West,James
2024-10-14,251,600,West,Maria
2024-08-20,189,4709,East,James
2023-08-29,105,3800,North,Sarah
2024-07-01,180,1999,South,David
2023-01-28,268,1318,West,John
2023-11-08,101,3883,East,David
2024-10-10,276,1341,East,James
2024-02-05,115,2090,North,James
2024-12-06,266,619,South,Maria
2023-01-28,203,1005,East,Sarah
2024-05-31,175,474,North,John
2024-01-08,187,3028,East,Alice
2023-12-12,105,2598,West,John
2024-01-10,210,981,East,John
2024-04-16,286,3337,West,Ravi
2023-01-15,217,2997,North,Maria
2024-11-11,115,3538,East,James
2023-01-25,177,2988,South,Sarah
2023-02-25,243,2569,East,Ravi
2024-07-24,249,1085,East,Maria
2023-01-15,249,4496,East,James
2023-03-09,164,3292,East,Sarah
2023-05-22,200,4031,North,Alice
2023-08-08,182,4737,North,John
2024-04-30,188,243,North,Ravi
2024-06-05,273,4915,South,Ravi
2024-10-01,279,2726,South,James
2024-05-29,164,1763,West,David
2023-12-02,232,3537,East,Maria
2024-07-01,182,3439,North,Sarah
2023-10-03,228,2375,North,Maria
2024-03-03,254,1530,South,Alice
2024-04-07,248,2872,West,Maria
2024-11-25,129,4473,East,David
2024-07-12,236,1367,North,David
2023-06-23,235,2189,South,Alice
2023-08-04,161,4885,North,John
2023-02-03,123,4218,West,Ravi
2023-04-18,176,4209,East,James
2023-08-01,294,2738,East,Alice
2024-11-06,152,3630,West,Ravi
2023-12-17,241,347,East,John
2024-05-12,132,500,South,John
2023-12-14,166,2581,North,Maria
2023-10-18,207,2246,South,David
2023-12-16,195,3277,West,Alice
2023-06-01,151,803,West,John
2023-04-22,230,3446,South,Sarah
2024-02-08,243,4743,North,Alice
2023-11-04,115,1054,West,Maria
2024-04-09,188,2551,East,Sarah
2023-08-08,173,1054,West,Ravi
2023-09-05,154,3973,South,Anita
2023-11-30,104,605,South,Ravi
2024-05-10,228,3497,North,Ravi
2024-07-08,286,1143,West,Anita
2023-09-24,168,3922,South,Alice
2023-08-18,299,1129,East,Alice
2023-05-29,201,2525,East,Ravi
2024-11-13,290,3516,East,John
2023-05-20,291,452,East,John
2024-03-22,267,3989,East,Alice
2023-04-18,247,4615,West,John
2023-10-13,172,1061,North,James
2023-07-31,105,1494,East,Ravi
2023-12-28,222,3114,East,Anita
2024-06-15,176,1258,South,Alice
2023-06-08,201,3933,East,Maria
2023-09-30,247,3571,North,Alice
2023-06-15,127,3323,East,Anita
2024-12-14,113,3981,North,Sarah
2023-09-23,277,814,West,Maria
2024-06-07,218,4404,South,Anita
2024-08-02,144,3994,North,Anita
2024-09-29,220,2939,West,Ravi
2024-10-03,229,1985,West,Maria
2023-01-14,293,4722,North,Anita
2023-11-08,147,3022,South,James
2024-01-19,258,3529,South,Ravi
2023-04-14,112,2713,North,James
2024-03-10,141,3773,South,James
2024-06-13,203,3038,North,Sarah
2024-06-03,126,1919,South,David
2023-05-05,256,879,South,Anita
2024-06-14,260,786,West,Ravi
2024-12-29,256,2443,South,James
2024-10-06,273,2843,South,Anita
2024-03-07,175,371,East,Sarah
2024-05-13,203,256,East,John
2023-09-27,125,746,West,David
2024-06-11,133,327,South,John
2024-04-03,121,4968,North,Sarah
2024-05-11,124,1480,South,James
2024-11-24,104,3289,West,Maria
2024-03-18,172,1752,South,Sarah
2024-06-01,165,2748,West,Maria
2024-05-28,271,467,East,James
2023-11-10,271,1366,West,Ravi
2024-02-15,161,1620,West,Anita
2023-10-22,188,1373,South,David
2023-10-07,221,2075,East,James
2023-03-06,117,4972,South,Anita
2024-05-08,177,4740,South,Maria
2024-01-13,169,356,South,Alice
2023-10-20,213,4347,East,James
2023-03-27,222,2278,South,David
2023-01-13,242,2577,North,Maria
2024-07-30,268,3335,West,James
2024-02-14,150,4345,East,Alice
2024-12-29,265,4788,East,Sarah
2023-06-05,229,1499,West,Alice
2024-05-07,209,3044,East,John
2023-03-14,192,589,North,Ravi
2024-05-30,240,3164,West,John
2024-06-08,268,4570,East,Sarah
2023-04-09,214,1433,West,David
2023-11-03,279,709,West,Anita
2023-09-13,273,3866,North,David
2024-08-25,125,2389,West,Anita
2024-02-11,139,4555,North,Anita
2023-12-23,186,3120,South,John
2024-07-18,146,4120,North,Alice
2024-06-09,262,2644,West,Ravi
2024-03-01,258,333,South,Ravi
2023-05-28,109,4003,South,James
2023-01-13,256,2035,North,Alice
2023-11-10,247,3966,West,Ravi
2024-07-27,216,1950,South,David
2024-12-27,232,2467,East,John
2023-11-18,260,1751,North,James
2024-03-17,232,3463,East,John
2024-08-23,156,3493,North,James
2023-01-18,195,348,South,John
2023-08-24,273,4382,North,Anita
2023-08-10,122,2296,North,Alice
2023-12-10,298,3845,West,Sarah
2023-02-27,195,4662,North,Sarah
2024-03-14,255,646,East,David
2024-02-28,261,4338,East,Ravi
2023-07-08,233,4578,South,Maria
2023-11-18,273,3350,East,Alice
2024-11-06,159,1701,North,Sarah
2023-01-29,243,667,South,Sarah
2023-08-29,270,1873,South,David
2024-02-24,228,381,East,Alice
2023-07-27,152,4333,South,Maria
2023-03-03,173,1455,North,Ravi
2024-06-20,157,1674,North,Ravi
2023-06-08,179,3224,East,James
2023-07-05,295,1655,West,Alice
2023-12-27,154,1886,South,John
2023-01-30,190,4709,South,Maria
2024-08-05,231,1741,South,Ravi
2024-03-11,223,3082,West,James
2023-03-22,115,3710,West,James
2024-02-03,283,2213,South,Alice
2023-08-26,114,4302,North,John
2023-04-17,258,4969,South,Sarah
2024-06-19,182,794,East,Maria
2023-07-23,264,4811,North,Alice
2024-09-13,160,4514,West,Anita
2023-08-05,169,4166,South,Anita
2024-07-22,218,1557,North,Sarah
2023-09-25,228,2535,North,Anita
2023-04-07,261,3118,East,Ravi
2023-01-25,168,4008,East,James
2023-08-25,192,875,North,David
2024-08-31,126,3460,North,Anita
2024-10-03,281,3682,North,David
2023-12-29,253,673,North,Sarah
2024-06-02,264,681,East,David
2023-09-08,258,1536,East,James
2023-11-29,191,2590,South,Ravi
2023-08-08,204,2331,North,Alice
2024-05-19,179,865,South,John
2024-03-10,192,3111,East,James
2024-05-06,157,4102,West,John
2024-06-10,142,3290,South,Maria
2023-05-16,185,1695,North,Maria
2023-05-19,112,3229,North,Maria
2023-01-08,104,4506,East,Ravi
2024-11-26,198,2941,North,Anita
2024-06-05,199,4920,East,Anita
2024-08-21,298,3399,East,Ravi
2023-10-21,283,3192,East,Anita
2024-07-15,232,4766,East,Alice
2024-10-12,103,2300,East,Anita
2023-03-25,300,2763,South,James
2023-10-30,237,4092,East,Maria
